,name,full_name,age,height,nationality,place_of_birth,price,max_price,position,shirt_nr,foot,club,contract_expires,joined_club,player_agent,outfitter,league
2075,John Donald,John Chetauya Nwankwo Donald Okeh,22,1.82,Spain  Nigeria,Murcia,0.4,0.4,Defender - Centre-Back,26,right,Elche CF,2025-06-30,2022-07-01,Identity Sports,,LaLiga
2076,Lautaro Blanco,Lautaro Emanuel Blanco,24,1.76,Argentina,Rosario (SFE),3.5,4.5,Defender - Left-Back,2,left,Elche CF,2027-06-30,2022-08-05,,,LaLiga
2077,Nicolás Fernández Mercau,Nicolás Ezequiel Fernández Mercau,23,1.72,Argentina  Spain,Buenos Aires,2.0,2.5,Defender - Left-Back,22,left,Elche CF,2027-06-30,2022-09-01,PRI Sports,,LaLiga
2078,Carlos Clerc,Carlos Clerc Martínez,31,1.81,Spain,Badalona,1.8,3.0,Defender - Left-Back,23,left,Elche CF,2024-06-30,2022-07-21,Rafael Anguita,,LaLiga
2079,José Ángel Carmona,José Ángel Carmona Navarro,21,1.84,Spain,El Viso del Alcor,4.0,5.0,Defender - Right-Back,40,right,Elche CF,2023-06-30,2023-01-11,380amk,,LaLiga
2080,Pol Lirola,Pol Mikel Lirola Kosok,25,1.83,Spain,Mollet del Vallès,2.5,13.0,Defender - Right-Back,24,right,Elche CF,2023-06-30,2022-08-12,Universal Twenty Two,Nike,LaLiga
2081,Helibelton Palacios,Helibelton Palacios Zapata,29,1.81,Colombia,Santander de Quilichao,1.2,1.5,Defender - Right-Back,14,right,Elche CF,2023-06-30,2021-02-04,WORLD SPORTS ...,,LaLiga
2082,Omar Mascarell,Omar Mascarell González,30,1.81,Spain  Equatorial Guinea,Santa Cruz de Tenerife,3.5,14.0,midfield - Defensive Midfield,21,right,Elche CF,2025-06-30,2021-08-23,LEADERBROCK,adidas,LaLiga
2083,Gerard Gumbau,Gerard Gumbau Garriga,28,1.88,Spain,Campllong,3.0,3.0,midfield - Defensive Midfield,20,left,Elche CF,2023-06-30,2021-08-31,CONTROL ORIENTADO,Nike,LaLiga
2084,Raúl Guti,José Raúl Gutiérrez Parejo,26,1.78,Spain,Zaragoza,3.0,5.0,midfield - Central Midfield,8,right,Elche CF,2025-06-30,2020-09-20,AC Talent,,LaLiga
2085,Pape Cheikh,Pape Cheikh Diop Gueye,25,1.8,Senegal  Spain,Guédiawaye,1.5,7.0,midfield - Central Midfield,12,right,Elche CF,2023-06-30,2023-02-14,4MB,Nike,LaLiga
2086,Randy Nteka,,25,1.89,France  Angola,Paris,2.0,4.0,midfield - Attacking Midfield,18,left,Elche CF,2023-06-30,2023-01-31,Ballers Management ...,Puma,LaLiga
2087,Pere Milla,Pere Milla Peña,30,1.8,Spain,Lleida,3.0,3.0,Attack - Left Winger,10,left,Elche CF,2025-06-30,2019-07-01,EGGO Asesores ...,,LaLiga
2088,Tete Morente,,26,1.84,Spain,La Línea de la Concepción,2.5,3.0,Attack - Left Winger,11,right,Elche CF,2024-06-30,2020-09-16,Excellence Sport,,LaLiga
2089,Fidel,,33,1.8,Spain,Dehesa de Riotinto,1.0,3.0,Attack - Left Winger,16,left,Elche CF,2024-06-30,2019-07-01,Wasserman,,LaLiga
2090,Álex Collado,Álex Collado Gutiérrez,24,1.77,Spain,Sabadell,4.0,5.0,Attack - Right Winger,15,left,Elche CF,2023-06-30,2022-08-15,Goal Management,Nike,LaLiga
2091,Josan,,33,1.76,Spain,Crevillente,1.0,1.0,Attack - Right Winger,17,right,Elche CF,2023-06-30,2018-01-01,JV SPORTS SL,,LaLiga
2092,Lucas Boyé,,27,1.83,Argentina  Italy,San Gregorio,6.0,15.0,Attack - Centre-Forward,9,right,Elche CF,2024-06-30,2021-07-01,Universal Twenty Two,,LaLiga
2093,Ezequiel Ponce,Ezequiel Ponce Martínez,26,1.81,Argentina  Spain,Rosario,3.0,7.0,Attack - Centre-Forward,19,right,Elche CF,2026-06-30,2022-07-01,Wasserman,adidas,LaLiga
2094,Gianluigi Donnarumma,,24,1.96,Italy,Castellammare di Stabia,50.0,65.0,Goalkeeper,99,right,Paris SG,2026-06-30,2021-07-14,Team Raiola,adidas,Ligue1
2095,Sergio Rico,Sergio Rico González,29,1.96,Spain,Sevilla,4.0,20.0,Goalkeeper,16,right,Paris SG,2024-06-30,2020-09-05,YOU FIRST,,Ligue1
2096,Alexandre Letellier,,32,1.93,France,Paris,0.4,1.5,Goalkeeper,90,right,Paris SG,2024-06-30,2020-09-25,MEDIATION CONSEIL ...,,Ligue1
2097,Marquinhos,,29,1.83,Brazil  Portugal,São Paulo,70.0,75.0,Defender - Centre-Back,5,right,Paris SG,2024-06-30,2013-07-19,Bertolucci Sports,Nike,Ligue1
2098,Presnel Kimpembe,,27,1.83,France  DR Congo,Beaumont-sur-Oise,35.0,40.0,Defender - Centre-Back,3,left,Paris SG,2024-06-30,2015-07-01,MEDIATION CONSEIL ...,Nike,Ligue1
2099,El Chadaille Bitshiabu,,17,1.96,France  DR Congo,Villeneuve-Saint-Georges,7.0,7.0,Defender - Centre-Back,31,left,Paris SG,2024-06-30,2022-07-01,,Nike,Ligue1
2100,Sergio Ramos,Sergio Ramos García,37,1.84,Spain,Camas,6.0,50.0,Defender - Centre-Back,4,right,Paris SG,2023-06-30,2021-07-08,RR-Soccer ...,Mizuno,Ligue1
2101,Nuno Mendes,Nuno Alexandre Tavares Mendes,20,1.83,Portugal,Lisboa,65.0,65.0,Defender - Left-Back,25,left,Paris SG,2026-06-30,2022-07-01,MRP.POSITIONUMBER,adidas,Ligue1
2102,Juan Bernat,Juan Bernat Velasco,30,1.7,Spain,Cullera,12.0,20.0,Defender - Left-Back,14,left,Paris SG,2025-06-30,2018-08-31,InterStarDeporte,adidas,Ligue1
2103,Achraf Hakimi,,24,1.81,Morocco  Spain,Madrid,70.0,70.0,Defender - Right-Back,2,right,Paris SG,2026-06-30,2021-07-06,Footfeel ISM,adidas,Ligue1
2104,Nordi Mukiele,Nordi Mukiele Mulere,25,1.87,France  DR Congo,Montreuil,20.0,25.0,Defender - Right-Back,26,right,Paris SG,2027-06-30,2022-07-26,Sport Cover,,Ligue1
2105,Timothée Pembélé,Timothée Joseph Pembélé,20,1.83,France  DR Congo,Beaumont-sur-Oise,5.0,7.0,Defender - Right-Back,29,right,Paris SG,2024-06-30,2020-07-01,Sport Cover,Puma,Ligue1
2106,Danilo Pereira,Danilo Luís Hélio Pereira,31,1.88,Portugal  Guinea-Bissau,Bissau,12.0,30.0,midfield - Defensive Midfield,15,right,Paris SG,2025-06-30,2021-07-01,Gestifute,Nike,Ligue1
2107,Marco Verratti,,30,1.65,Italy,Pescara,50.0,75.0,midfield - Central Midfield,6,right,Paris SG,2026-06-30,2012-07-18,Rafaela Pimenta,Nike,Ligue1
2108,Vitinha,,23,1.72,Portugal,Santo Tirso,42.0,45.0,midfield - Central Midfield,17,right,Paris SG,2027-06-30,2022-07-01,Gestifute,Nike,Ligue1
2109,Fabián Ruiz,Fabián Ruiz Peña,27,1.89,Spain,Los Palacios y Villafranca,38.0,60.0,midfield - Central Midfield,8,left,Paris SG,2027-06-30,2022-08-30,YOU FIRST,adidas,Ligue1
2110,Carlos Soler,Carlos Soler Barragán,26,1.8,Spain,Valencia,30.0,50.0,midfield - Central Midfield,28,right,Paris SG,2027-06-30,2022-09-01,Promoesport,adidas,Ligue1
2111,Renato Sanches,Renato Júnior Luz Sanches,25,1.76,Portugal  Sao Tome and Principe,Lisboa,20.0,30.0,midfield - Central Midfield,18,right,Paris SG,2027-06-30,2022-08-04,Gestifute,adidas,Ligue1
2112,Warren Zaïre-Emery,,17,1.78,France  Martinique,Montreuil,18.0,18.0,midfield - Central Midfield,33,right,Paris SG,2025-06-30,2022-07-01,Agent is known - Player under 18,Nike,Ligue1
2113,Ismaël Gharbi,Ismaël Gharbi Álvarez,19,1.73,Spain  France,Paris,5.0,5.0,midfield - Attacking Midfield,35,right,Paris SG,2025-06-30,2022-07-01,AMS CONSULTING,adidas,Ligue1
2114,Neymar,,31,1.75,Brazil,Mogi das Cruzes,70.0,180.0,Attack - Left Winger,10,right,Paris SG,2025-06-30,2017-08-03,Relatives,Puma,Ligue1
2115,Lionel Messi,Lionel Andrés Messi Cuccitini,35,1.7,Argentina  Spain,Rosario,45.0,180.0,Attack - Right Winger,30,left,Paris SG,2023-06-30,2021-08-10,Relatives,adidas,Ligue1
2116,Kylian Mbappé,Kylian Mbappé Lottin,24,1.78,France  Cameroon,Bondy,180.0,200.0,Attack - Centre-Forward,7,right,Paris SG,2025-06-30,2018-07-01,Relatives,Nike,Ligue1
2117,Hugo Ekitiké,,20,1.89,France  Cameroon,Reims,25.0,28.0,Attack - Centre-Forward,44,right,Paris SG,2023-06-30,2022-07-16,,,Ligue1
2118,Alexander Nübel,,26,1.93,Germany,Paderborn,10.0,16.0,Goalkeeper,16,right,Monaco,2023-06-30,2021-07-01,Siebert & Backs,,Ligue1
2119,Thomas Didillon,,27,1.93,France,Séclin,1.2,5.0,Goalkeeper,30,left,Monaco,2023-06-30,2022-07-20,,,Ligue1
2120,Axel Disasi,,25,1.9,France  DR Congo,Gonesse,25.0,25.0,Defender - Centre-Back,6,right,Monaco,2025-06-30,2020-08-07,Relatives,,Ligue1
2121,Guillermo Maripán,Guillermo Alfonso Maripán Loaysa,29,1.9,Chile,Vitacura,13.0,15.0,Defender - Centre-Back,3,right,Monaco,2025-06-30,2019-08-24,TRDS,adidas,Ligue1
2122,Malang Sarr,Malang Mamadou William Sarr,24,1.83,France  Senegal,Nice,8.0,18.0,Defender - Centre-Back,23,left,Monaco,2023-06-30,2022-08-10,P&P Sport ...,,Ligue1
2123,Chrislain Matsima,,21,1.93,France  Congo,Colombes,4.0,6.0,Defender - Centre-Back,34,right,Monaco,2025-06-30,2020-07-01,Classico,adidas,Ligue1
2124,Yllan Okou,,20,1.89,France  Cote d'Ivoire,Poitiers,0.3,0.3,Defender - Centre-Back,99,left,Monaco U21,2025-06-30,2020-07-01,INEM SPORTS,,Other
2125,Caio Henrique,,25,1.78,Brazil  Spain,Santos,20.0,20.0,Defender - Left-Back,12,left,Monaco,2027-06-30,2020-08-27,D20 Sports,,Ligue1
2126,Ismail Jakobs,,23,1.84,Senegal  Germany,Köln,7.0,7.0,Defender - Left-Back,14,left,Monaco,2026-06-30,2021-07-12,Dirk Hebel,,Ligue1
2127,Vanderson,,21,1.73,Brazil,Rondonópolis,18.0,18.0,Defender - Right-Back,2,right,Monaco,2027-06-30,2022-01-01,Bertolucci Sports,,Ligue1
2128,Ruben Aguilar,,30,1.7,France  Spain,Grenoble,10.0,12.0,Defender - Right-Back,26,right,Monaco,2025-06-30,2019-08-06,One Team Football,Puma,Ligue1
2129,Mohamed Camara,,23,1.73,Mali,Bamako,28.0,28.0,midfield - Defensive Midfield,4,right,Monaco,2027-06-30,2022-08-14,Unique Sports Group,,Ligue1
2130,Soungoutou Magassa,,19,1.88,France  Mali,Stains,0.5,0.5,midfield - Defensive Midfield,41,right,Monaco,2027-06-30,2022-07-01,Relatives,,Ligue1
2131,Youssouf Fofana,,24,1.85,France  Mali,Paris,25.0,25.0,midfield - Central Midfield,19,right,Monaco,2024-06-30,2020-01-29,AIS SPORT SERVICE,,Ligue1
2132,Jean Lucas,,24,1.79,Brazil,Rio de Janeiro,7.0,8.0,midfield - Central Midfield,11,right,Monaco,2026-06-30,2021-08-02,Relatives,,Ligue1
2133,Eliot Matazo,,21,1.7,Belgium  DR Congo,Woluwe-Saint-Lambert,7.0,8.0,midfield - Central Midfield,15,right,Monaco,2026-06-30,2020-07-01,Classico,Nike,Ligue1
2134,Aleksandr Golovin,Головин Александр Сергеевич,26,1.78,Russia,"Kaltan, Kemerovo Oblast",25.0,30.0,midfield - Attacking Midfield,17,right,Monaco,2026-06-30,2018-07-27,,Nike,Ligue1
2135,Eliesse Ben Seghir,,18,,France  Morocco,Saint-Tropez,18.0,18.0,midfield - Attacking Midfield,44,right,Monaco,2025-06-30,2023-01-01,,adidas,Ligue1
2136,Maghnes Akliouche,,21,1.83,France  Algeria,Tremblay-en-France,6.0,6.0,midfield - Attacking Midfield,21,left,Monaco,2024-06-30,2022-07-01,DW Sports Management,,Ligue1
2137,Takumi Minamino,南野 拓実,28,1.72,Japan,"Izumisano, Osaka",8.0,12.5,Attack - Left Winger,18,right,Monaco,2026-06-30,2022-07-01,Sarcle Co. Ltd.,adidas,Ligue1
2138,Krépin Diatta,,24,1.75,Senegal,Dakar,15.0,21.0,Attack - Right Winger,27,right,Monaco,2025-06-30,2021-01-21,Wasserman,,Ligue1
2139,Gelson Martins,Gelson Dany Batalha Martins,28,1.7,Portugal  Cape Verde,Praia,8.0,35.0,Attack - Right Winger,77,right,Monaco,2024-06-30,2019-07-01,Ulisses Santos - ...,,Ligue1
2140,Breel Embolo,Breel Donald Embolo,26,1.87,Switzerland  Cameroon,Yaoundé,22.0,22.0,Attack - Centre-Forward,36,right,Monaco,2026-06-30,2022-07-15,ESHA,Nike,Ligue1
2141,Wissam Ben Yedder,,32,1.7,France  Tunisia,Sarcelles,20.0,50.0,Attack - Centre-Forward,10,both,Monaco,2024-06-30,2019-08-14,Sport Cover,Puma,Ligue1
2142,Kevin Volland,,30,1.79,Germany,Marktoberdorf,10.0,35.0,Attack - Centre-Forward,31,left,Monaco,2024-06-30,2020-09-02,Unique Sports Group,,Ligue1
2143,Myron Boadu,,22,1.81,Netherlands  Ghana,Amsterdam,8.0,20.0,Attack - Centre-Forward,9,right,Monaco,2026-06-30,2021-08-04,Team Raiola,,Ligue1
2144,Dogan Alemdar,Doğan Alemdar,20,1.92,Turkey,Kayseri,4.0,4.0,Goalkeeper,1,right,Rennes,2026-06-30,2021-08-27,,,Ligue1
2145,Steve Mandanda,,38,1.87,France  DR Congo,Kinshasa,1.5,17.0,Goalkeeper,30,right,Rennes,2024-06-30,2022-07-06,SMI SPORTS ...,Puma,Ligue1
2146,Romain Salin,,38,1.86,France,Mayenne,0.3,2.2,Goalkeeper,89,left,Rennes,2024-06-30,2019-07-01,NexSt11,,Ligue1
2147,Elias Damergy,الياس الدمرجي,20,1.86,Tunisia  France,Mantes-la-Jolie,0.2,0.2,Goalkeeper,50,right,Rennes,2023-06-30,2022-07-01,BS Group - BS Law,,Ligue1
2148,Arthur Theate,Arthur Nicolas Theate,22,1.85,Belgium,Liège,20.0,20.0,Defender - Centre-Back,5,left,Rennes,2026-06-30,2022-07-29,DVL Management,,Ligue1
2149,Joe Rodon,Joseph Peter Rodon,25,1.93,Wales,Swansea,8.0,10.0,Defender - Centre-Back,2,right,Rennes,2023-06-30,2022-08-01,CAA Stellar,,Ligue1
2150,Warmed Omari,,23,1.88,France  Comoros,Bandraboua,8.0,8.0,Defender - Centre-Back,23,right,Rennes,2026-06-30,2021-07-01,Frederic Guerra ...,Puma,Ligue1
2151,Christopher Wooh,,21,1.91,Cameroon  France,Louvres,6.0,6.0,Defender - Centre-Back,15,right,Rennes,2026-06-30,2022-09-01,Classico,,Ligue1
2152,Jeanuël Belocian,,18,1.82,France  Guadeloupe,Les Abymes,4.0,4.0,Defender - Centre-Back,18,left,Rennes,2024-06-30,2022-07-01,One Team Football,,Ligue1
2153,Adrien Truffert,,21,1.76,France,Liège,18.0,18.0,Defender - Left-Back,3,left,Rennes,2025-06-30,2020-07-01,CAA Stellar,adidas,Ligue1
2154,Birger Meling,Birger Solberg Meling,28,1.73,Norway,Stavanger,5.0,7.0,Defender - Left-Back,25,left,Rennes,2026-06-30,2021-07-20,GOLDBAEK SPORT GmbH,,Ligue1
2155,Djed Spence,Diop Tehuti Djed-Hotep Spence,22,1.84,England  Jamaica,London,13.0,13.0,Defender - Right-Back,90,right,Rennes,2023-06-30,2023-01-31,Raps Management,,Ligue1
2156,Hamari Traoré,,31,1.75,Mali,Bamako,10.0,10.0,Defender - Right-Back,27,right,Rennes,2023-06-30,2017-07-01,B.C Football Agency,Nike,Ligue1
2157,Lorenz Assignon,,22,1.81,France  Togo,Grasse,4.0,4.0,Defender - Right-Back,22,right,Rennes,2025-06-30,2021-07-01,TTMA,,Ligue1
2158,Guéla Doué,,20,1.86,Cote d'Ivoire  France,Angers,0.3,0.3,Defender - Right-Back,31,both,Rennes,2025-06-30,2022-07-01,Hexagon,Puma,Ligue1
2159,Baptiste Santamaria,,28,1.83,France,Saint-Doulchard,15.0,16.0,midfield - Defensive Midfield,8,right,Rennes,2025-06-30,2021-08-17,Sport Profile,,Ligue1
2160,Lesley Ugochukwu,Lesley Chimuanya Ugochukwu,19,1.91,France  Nigeria,Rennes,8.0,8.0,midfield - Defensive Midfield,6,right,Rennes,2025-06-30,2021-07-01,Wasserman,,Ligue1
2161,Xeka,,28,1.85,Portugal,Paredes,9.0,10.0,midfield - Central Midfield,80,both,Rennes,2024-06-30,2022-09-21,,,Ligue1
2162,Flavien Tait,,30,1.76,France,Longjumeau,7.0,9.0,midfield - Central Midfield,20,right,Rennes,2024-06-30,2019-07-09,Kemari,Nike,Ligue1
2163,Benjamin Bourigeaud,,29,1.78,France,Calais,18.0,18.0,midfield - Right Midfield,14,right,Rennes,2026-06-30,2017-07-01,P&P Sport ...,,Ligue1
2164,Lovro Majer,,25,1.78,Croatia,Zagreb,20.0,22.0,midfield - Attacking Midfield,21,left,Rennes,2027-06-30,2021-08-26,Niagara Sports ...,,Ligue1
2165,Désiré Doué,,17,1.81,France  Cote d'Ivoire,Angers,15.0,15.0,midfield - Attacking Midfield,33,right,Rennes,2025-06-30,2022-07-01,Agent is known - Player under 18,Nike,Ligue1
2166,Martin Terrier,,26,1.84,France,Armentières,35.0,35.0,Attack - Left Winger,7,right,Rennes,2026-06-30,2020-07-06,FS Management,adidas,Ligue1
2167,Karl Toko Ekambi,Karl Brillant Toko Ekambi,30,1.82,Cameroon  France,Paris,10.0,18.0,Attack - Left Winger,17,right,Rennes,2023-06-30,2023-01-26,AMS CONSULTING,,Ligue1
2168,Ibrahim Salah,ابراهيم صلاح,21,1.85,Morocco  Belgium,Saint-Josse-ten-Noode,3.0,3.0,Attack - Left Winger,34,right,Rennes,2027-06-30,2023-01-31,Football Solution ...,,Ligue1
2169,Jérémy Doku,,20,1.73,Belgium  Ghana,Borgerhout,18.0,26.0,Attack - Right Winger,10,right,Rennes,2025-06-30,2020-10-05,Relatives,,Ligue1
2170,Amine Gouiri,Amine Ferid Gouiri / امين غويري,23,1.81,France  Algeria,Bourgoin-Jallieu,35.0,50.0,Attack - Centre-Forward,19,right,Rennes,2027-06-30,2022-09-01,,,Ligue1
2171,Arnaud Kalimuendo,Arnaud Kalimuendo Muinga,21,1.75,France  DR Congo,Suresnes,25.0,25.0,Attack - Centre-Forward,9,right,Rennes,2027-06-30,2022-08-11,DW Sports Management,adidas,Ligue1
2172,Pau López,Pau López Sabata,28,1.89,Spain,Girona,14.0,24.0,Goalkeeper,16,left,Marseille,2026-06-30,2022-07-01,Goal Management,adidas,Ligue1
2173,Rubén Blanco,Rubén Blanco Veiga,27,1.88,Spain,Mos,4.0,10.0,Goalkeeper,36,right,Marseille,2023-06-30,2022-07-20,Media Base Sports,,Ligue1
2174,Simon Ngapandouetnbu,Simon Brady Ngapandouetnbu,20,1.86,Cameroon  France,Foumban,0.4,0.4,Goalkeeper,1,right,Marseille,2024-06-30,2019-10-11,SVF FOOT,Puma,Ligue1
2175,Chancel Mbemba,Chancel Mbemba Mangulu,28,1.82,DR Congo,Kinshasa,20.0,20.0,Defender - Centre-Back,99,right,Marseille,2025-06-30,2022-07-15,,,Ligue1
2176,Samuel Gigot,Samuel Florent Thomas Gigot,29,1.87,France,Avignon,10.0,11.0,Defender - Centre-Back,4,right,Marseille,2025-06-30,2022-01-29,MASALA FOOTBALL ...,Puma,Ligue1
2177,Leonardo Balerdi,Leonardo Julián Balerdi Rosa,24,1.87,Argentina  Italy,Villa Mercedes,10.0,15.0,Defender - Centre-Back,5,right,Marseille,2026-06-30,2021-07-03,SP,,Ligue1
2178,Eric Bailly,Eric Bertrand Bailly,29,1.87,Cote d'Ivoire,Bingerville,8.0,35.0,Defender - Centre-Back,3,right,Marseille,2023-06-30,2022-08-24,AMS CONSULTING,Puma,Ligue1
2179,Nuno Tavares,Nuno Albertino Varela Tavares,23,1.83,Portugal  Cape Verde,Lisboa,18.0,18.0,Defender - Left-Back,30,left,Marseille,2023-06-30,2022-07-30,Prodigy Players,Nike,Ligue1
2180,Sead Kolasinac,Sead Kolašinac,29,1.83,Bosnia-Herzegovina  Germany,Karlsruhe,5.0,20.0,Defender - Left-Back,23,left,Marseille,2023-06-30,2022-01-18,Unique Sports Group,adidas,Ligue1
2181,Jonathan Clauss,,30,1.78,France,Strasbourg,15.0,15.0,Defender - Right-Back,7,right,Marseille,2025-06-30,2022-07-20,YOU FIRST,Nike,Ligue1
2182,Issa Kaboré,,22,1.8,Burkina Faso,Bobo-Dioulasso,5.0,5.0,Defender - Right-Back,29,right,Marseille,2023-06-30,2022-08-17,Forza Sports Group,,Ligue1
2183,Jordan Veretout,Jordan Marcel Gilbert Veretout,30,1.77,France,Ancenis,14.0,35.0,midfield - Defensive Midfield,27,right,Marseille,2025-06-30,2022-08-05,Kelyxane Sport ...,adidas,Ligue1
2184,Mattéo Guendouzi,Matteo Elias Kenzo Guendouzi Olié,24,1.85,France  Morocco,Poissy,25.0,50.0,midfield - Central Midfield,6,right,Marseille,2025-06-30,2022-07-01,Relatives,adidas,Ligue1
2185,Valentin Rongier,,28,1.72,France,Mâcon,18.0,20.0,midfield - Central Midfield,21,right,Marseille,2026-06-30,2019-09-03,CAA Base Ltd,,Ligue1
2186,Azzedine Ounahi,عز الدين اوناهي,23,1.82,Morocco,Casablanca,15.0,15.0,midfield - Central Midfield,8,right,Marseille,2027-06-30,2023-01-29,Klan Soccer FZCO,adidas,Ligue1
2187,Ruslan Malinovskyi,Маліновський Руслан Володимирович,30,1.81,Ukraine,Zhytomyr,18.0,30.0,midfield - Attacking Midfield,18,left,Marseille,2023-06-30,2023-01-09,ProStar,,Ligue1
2188,Amine Harit,أمين حاريث,25,1.8,Morocco  France,Pontoise,14.0,30.0,midfield - Attacking Midfield,77,right,Marseille,2023-06-30,2022-09-01,Sport Cover,adidas,Ligue1
2189,Dimitri Payet,,36,1.75,France  Réunion,Saint-Pierre,2.0,30.0,midfield - Attacking Midfield,10,right,Marseille,2024-06-30,2017-01-30,J.Gomes Avocat,Puma,Ligue1
2190,Cengiz Ünder,,25,1.73,Turkey,Balikesir,17.0,35.0,Attack - Right Winger,17,left,Marseille,2025-06-30,2022-07-01,FutureBall,Nike,Ligue1
2191,Vitinha,,23,1.78,Portugal,Cabeceiras de Basto,22.0,22.0,Attack - Centre-Forward,9,right,Marseille,2027-06-30,2023-01-31,FIA Football,,Ligue1
2192,Alexis Sánchez,Alexis Alejandro Sánchez Sánchez,34,1.69,Chile,Tocopilla,4.5,70.0,Attack - Centre-Forward,70,right,Marseille,2023-06-30,2022-08-10,Fernando Felicevich,Nike,Ligue1
2193,Kasper Schmeichel,Kasper Peter Schmeichel,36,1.89,Denmark,Kopenhagen,2.5,12.0,Goalkeeper,1,right,OGC Nice,2025-06-30,2022-08-03,P&P Sport ...,New Balance,Ligue1
2194,Marcin Bulka,Marcin Bułka,23,1.99,Poland,Płock,2.0,2.0,Goalkeeper,90,right,OGC Nice,2026-06-30,2022-07-01,AIS Football,,Ligue1
2195,Teddy Boulhendi,,22,1.85,Algeria  France,Martigues,0.15,0.15,Goalkeeper,77,,OGC Nice,2025-06-30,2020-07-01,,,Ligue1
2196,Jean-Clair Todibo,Jean-Clair Dimitri Roger Todibo,23,1.9,France  French Guiana,Cayenne,30.0,30.0,Defender - Centre-Back,25,right,OGC Nice,2027-06-30,2021-07-01,,adidas,Ligue1
2197,Youssouf Ndayishimiye,,24,1.83,Burundi,Bujumbura,12.0,12.0,Defender - Centre-Back,55,right,OGC Nice,2027-06-30,2023-01-25,FutureBall,,Ligue1
2198,Mattia Viti,,21,1.9,Italy,Borgo San Lorenzo,10.0,10.0,Defender - Centre-Back,42,left,OGC Nice,2027-06-30,2022-08-03,CAA Base Ltd,,Ligue1
2199,Dante,,39,1.88,Brazil,Salvador da Bahia,0.7,17.0,Defender - Centre-Back,4,left,OGC Nice,2024-06-30,2016-08-23,Marcus Marin,Puma,Ligue1
2200,Melvin Bard,Melvin Michel Maxence Bard,22,1.73,France,Écully,8.0,9.0,Defender - Left-Back,26,left,OGC Nice,2025-06-30,2021-07-16,E CASTAGNINO,,Ligue1
2201,Joe Bryan,Joseph Edward Bryan,29,1.7,England,Bristol,3.0,7.0,Defender - Left-Back,15,left,OGC Nice,2023-06-30,2022-08-31,CAA Base Ltd,,Ligue1
2202,Ayoub Amraoui,,19,1.86,Morocco  France,La Seyne,2.5,2.5,Defender - Left-Back,38,left,OGC Nice,2024-06-30,2023-01-01,One Team Football,,Ligue1
2203,Youcef Atal,,26,1.76,Algeria,Boghni,10.0,25.0,Defender - Right-Back,20,both,OGC Nice,2024-06-30,2018-07-17,GRINTA,,Ligue1
2204,Jordan Lotomba,Jordan Mvula Lotomba,24,1.77,Switzerland  DR Congo,Yverdon-les-Bains,6.0,7.0,Defender - Right-Back,23,right,OGC Nice,2025-06-30,2020-08-03,Classico,,Ligue1
2205,Antoine Mendy,,18,1.87,France  Senegal,Marseille,1.0,1.0,Defender - Right-Back,33,right,OGC Nice,2025-06-30,2022-07-01,MERCATO CONSEIL,,Ligue1
2206,Khéphren Thuram,Khéphren Thuram-Ulien,22,1.92,France  Guadeloupe,Reggio Emilia,32.0,32.0,midfield - Defensive Midfield,19,right,OGC Nice,2025-06-30,2019-07-06,no agent,,Ligue1
2207,Pablo Rosario,Pablo Paulino Rosario,26,1.85,Netherlands  Dominican Republic,Amsterdam,7.0,13.0,midfield - Defensive Midfield,8,right,OGC Nice,2026-06-30,2021-07-27,Team Raiola,,Ligue1
2208,Alexis Beka Beka,Alexis Adelin Beka Beka,22,1.78,France  Congo,Paris,6.0,7.0,midfield - Defensive Midfield,21,right,OGC Nice,2027-06-30,2022-08-01,Classico,,Ligue1
2209,Reda Belahyane,,18,1.69,France  Morocco,Aubervilliers,0.15,0.15,midfield - Defensive Midfield,37,,OGC Nice,2024-06-30,2023-01-01,DW Sports Management,,Ligue1
2210,Ross Barkley,,29,1.89,England,Liverpool,9.0,30.0,midfield - Central Midfield,11,right,OGC Nice,2023-06-30,2022-09-04,Wasserman,Nike,Ligue1
2211,Hicham Boudaoui,هشام بوداوي,23,1.75,Algeria,Béchar,7.0,7.0,midfield - Central Midfield,28,right,OGC Nice,2027-06-30,2019-09-02,Elite Sports ...,Nike,Ligue1
2212,Aaron Ramsey,Aaron James Ramsey,32,1.78,Wales,Caerphilly,3.0,45.0,midfield - Central Midfield,16,right,OGC Nice,2023-06-30,2022-08-01,Avid Sports Group,adidas,Ligue1
2213,Sofiane Diop,,22,1.75,France  Senegal,Tours,18.0,20.0,Attack - Left Winger,10,right,OGC Nice,2027-06-30,2022-08-29,Classico,adidas,Ligue1
2214,Billal Brahimi,,23,1.83,Algeria  France,Paris,7.0,7.0,Attack - Left Winger,14,left,OGC Nice,2026-06-30,2022-01-28,Lasana KOITA,,Ligue1
